Title,Product Link,Image URL,Price
THE '90S RICCI DENIM SKIRT,https://www.aritzia.com/en/product/the-%2790s-ricci-denim-skirt/115356.html?dwvar_115356_color=30426,https://assets.aritzia.com/image/upload/medium/s25_a07_115356_30426_on_b.jpg,$88
REMY HI-RISE RELAXED JEAN,https://www.aritzia.com/en/product/remy-hi-rise-relaxed-jean/121719.html?dwvar_121719_color=32509,https://assets.aritzia.com/image/upload/medium/f24_a06_121719_32509_on_b.jpg,$110
THE EX-BOYFRIEND HI MID-THIGH DENIM SHORT,https://www.aritzia.com/en/product/the-ex-boyfriend-hi-mid-thigh-denim-short/123395.html?dwvar_123395_color=29866,https://assets.aritzia.com/image/upload/medium/s25_a26_123395_29866_on_b.jpg,$88
THE FARRAH HI-RISE CARGO JEAN,https://www.aritzia.com/en/product/the-farrah-hi-rise-cargo-jean/114356.html?dwvar_114356_color=29866,https://assets.aritzia.com/image/upload/medium/f24_a06_114356_29866_on_b.jpg,$68.99-$103.50
501 ORIGINAL SHORT,https://www.aritzia.com/en/product/501-original-short/121611.html?dwvar_121611_color=33335,https://assets.aritzia.com/image/upload/medium/f24_a26_121611_33335_on_b.jpg,$88
THE '90S CARGO MINI DENIM SKIRT,https://www.aritzia.com/en/product/the-%2790s-cargo-mini-denim-skirt/118929.html?dwvar_118929_color=30426,https://assets.aritzia.com/image/upload/medium/s25_a07_118929_30426_on_b.jpg,$98
THE '90S MIA DENIM VEST,https://www.aritzia.com/en/product/the-%2790s-mia-denim-vest/110091.html?dwvar_110091_color=30426,https://assets.aritzia.com/image/upload/medium/s25_a02_110091_30426_on_b.jpg,$110
ROWAN CURVE-FIT SUPER HI STRAIGHT ANKLE JEAN,https://www.aritzia.com/en/product/rowan-curve-fit-super-hi-straight-ankle-jean/121793.html?dwvar_121793_color=32510,https://assets.aritzia.com/image/upload/medium/f24_a06_121793_32510_on_b.jpg,$110
THE '90S PENCIL MAXI DENIM SKIRT,https://www.aritzia.com/en/product/the-%2790s-pencil-maxi-denim-skirt/114546.html?dwvar_114546_color=30426,https://assets.aritzia.com/image/upload/medium/s24_10_a07_114546_30426_on_b.jpg,$37.99-$50.99
'90S JEAN,https://www.aritzia.com/en/product/%2790s-jean/123053.html?dwvar_123053_color=33708,https://assets.aritzia.com/image/upload/medium/f24_a06_123053_33708_on_b.jpg,$114.99-$338
NYLA HI-RISE SKINNY JEAN,https://www.aritzia.com/en/product/nyla-hi-rise-skinny-jean/123209.html?dwvar_123209_color=32510,https://assets.aritzia.com/image/upload/medium/s25_a06_123209_32510_on_b.jpg,$110
THE '90S COCO DENIM TOP,https://www.aritzia.com/en/product/the-%2790s-coco-denim-top/122577.html?dwvar_122577_color=30426,https://assets.aritzia.com/image/upload/medium/f24_a02_122577_30426_on_b.jpg,$58.99
REN JEAN,https://www.aritzia.com/en/product/ren-jean/123041.html?dwvar_123041_color=134,https://assets.aritzia.com/image/upload/medium/f24_a06_123041_134_on_b.jpg,$142.99-$358
ROWAN CURVE-FIT SUPER HI-RISE STRAIGHT JEAN,https://www.aritzia.com/en/product/rowan-curve-fit-super-hi-rise-straight-jean/121706.html?dwvar_121706_color=32510,https://assets.aritzia.com/image/upload/medium/f24_a06_121706_32510_on_b.jpg,$110
BALLOON JEAN,https://www.aritzia.com/en/product/balloon-jean/118790.html?dwvar_118790_color=32568,https://assets.aritzia.com/image/upload/medium/s24_98_a06_118790_32568_on_b.jpg,$146.99
THE FITTED DENIM BLOUSE,https://www.aritzia.com/en/product/the-fitted-denim-blouse/123459.html?dwvar_123459_color=30426,https://assets.aritzia.com/image/upload/medium/f24_a02_123459_30426_on_b.jpg,$48.99
THE ’90S MIDI DENIM SKIRT,https://www.aritzia.com/en/product/the-%E2%80%9990s-midi-denim-skirt/121987.html?dwvar_121987_color=30426,https://assets.aritzia.com/image/upload/medium/f24_a07_121987_30426_on_b.jpg,$32.99-$54.99
PARKER LONG JEAN SHORT,https://www.aritzia.com/en/product/parker-long-jean-short/82566.html?dwvar_82566_color=21368,https://assets.aritzia.com/image/upload/medium/s25_a26_82566_21368_on_b.jpg,$148.50-$218
MIRO RELAXED JEAN,https://www.aritzia.com/en/product/miro-relaxed-jean/122970.html?dwvar_122970_color=33691,https://assets.aritzia.com/image/upload/medium/f24_a06_122970_33691_on_b.jpg,$388
THE '90S SCULPT DENIM SHIRT,https://www.aritzia.com/en/product/the-%2790s-sculpt-denim-shirt/123448.html?dwvar_123448_color=30426,https://assets.aritzia.com/image/upload/medium/f24_a02_123448_30426_on_b.jpg,$54.99
THE ‘90S VINTAGE MICRO DENIM SKIRT,https://www.aritzia.com/en/product/the-%E2%80%9890s-vintage-micro-denim-skirt/124725.html?dwvar_124725_color=29866,https://assets.aritzia.com/image/upload/medium/s25_a07_124725_29866_on_b.jpg,$88
'90S TRUCKER JACKET,https://www.aritzia.com/en/product/%2790s-trucker-jacket/106408.html?dwvar_106408_color=31386,https://assets.aritzia.com/image/upload/medium/s25_a04_106408_31386_on_b.jpg,$63.99-$138
ELLIS TROUSER,https://www.aritzia.com/en/product/ellis-trouser/118794.html?dwvar_118794_color=32573,https://assets.aritzia.com/image/upload/medium/s24_98_a06_118794_32573_on_b.jpg,$198.99
PARKER JEAN SHORT,https://www.aritzia.com/en/product/parker-jean-short/67532.html?dwvar_67532_color=21368,https://assets.aritzia.com/image/upload/medium/s25_a26_67532_21368_on_b.jpg,$98.99-$218
501 MID THIGH JEAN SHORT,https://www.aritzia.com/en/product/501-mid-thigh-jean-short/121618.html?dwvar_121618_color=29669,https://assets.aritzia.com/image/upload/medium/f24_a26_121618_29669_on_b.jpg,$66-$88
THE '90S DEBBIE DENIM BUSTIER,https://www.aritzia.com/en/product/the-%2790s-debbie-denim-bustier/123347.html?dwvar_123347_color=33551,https://assets.aritzia.com/image/upload/medium/f24_a02_123347_33551_on_b.jpg,$88.50
V-WAIST BAGGY JEAN,https://www.aritzia.com/en/product/v-waist-baggy-jean/126250.html?dwvar_126250_color=34776,https://assets.aritzia.com/image/upload/medium/s25_a06_126250_34776_on_b.jpg,$368
THE '90S CLASSIC MID-RISE RELAXED JEAN,https://www.aritzia.com/en/product/the-%2790s-classic-mid-rise-relaxed-jean/122573.html?dwvar_122573_color=33576,https://assets.aritzia.com/image/upload/medium/f24_a06_122573_33576_on_b.jpg,$63.99
RIBCAGE SHORT,https://www.aritzia.com/en/product/ribcage-short/97770.html?dwvar_97770_color=21814,https://assets.aritzia.com/image/upload/medium/f23_00_a26_97770_21814_on_b.jpg,$60-$66
THE ‘90S SEAMED HI-RISE BARREL JEAN,https://www.aritzia.com/en/product/the-%E2%80%9890s-seamed-hi-rise-barrel-jean/123419.html?dwvar_123419_color=30426,https://assets.aritzia.com/image/upload/medium/f24_a06_123419_30426_on_b.jpg,$138
THE '90S VINTAGE LO-RISE BAGGY JEAN,https://www.aritzia.com/en/product/the-%2790s-vintage-lo-rise-baggy-jean/124700.html?dwvar_124700_color=29864,https://assets.aritzia.com/image/upload/medium/s25_a06_124700_29864_on_b.jpg,$128
THE '90S CLASSIC DENIM SHIRT,https://www.aritzia.com/en/product/the-%2790s-classic-denim-shirt/122329.html?dwvar_122329_color=33576,https://assets.aritzia.com/image/upload/medium/f24_a02_122329_33576_on_b.jpg,$48.99
MID-RISE WIDE LEG CROP JEAN,https://www.aritzia.com/en/product/mid-rise-wide-leg-crop-jean/122924.html?dwvar_122924_color=33662,https://assets.aritzia.com/image/upload/medium/f24_a06_122924_33662_on_b.jpg,$154.99
THE ‘90S SO-SOFT DENIM JACKET,https://www.aritzia.com/en/product/the-%E2%80%9890s-so-soft-denim-jacket/124733.html?dwvar_124733_color=30426,https://assets.aritzia.com/image/upload/medium/s25_a04_124733_30426_on_b.jpg,$138
NYLA CURVE-FIT HI-RISE SKINNY JEAN,https://www.aritzia.com/en/product/nyla-curve-fit-hi-rise-skinny-jean/123228.html?dwvar_123228_color=32510,https://assets.aritzia.com/image/upload/medium/s25_a06_123228_32510_on_b.jpg,$54.99-$110
ELLIS TROUSER,https://www.aritzia.com/en/product/ellis-trouser/118795.html?dwvar_118795_color=32112,https://assets.aritzia.com/image/upload/medium/s24_98_a06_118795_32112_on_b.jpg,$198.99
THE '90S RELAXED MID-RISE WIDE JEAN,https://www.aritzia.com/en/product/the-%2790s-relaxed-mid-rise-wide-jean/119083.html?dwvar_119083_color=29866,https://assets.aritzia.com/image/upload/medium/f24_a06_119083_29866_on_b.jpg,$63.99
APPROACH DENIM JUMPSUIT,https://www.aritzia.com/en/product/approach-denim-jumpsuit/115645.html?dwvar_115645_color=32511,https://assets.aritzia.com/image/upload/medium/f24_a27_115645_32511_on_b.jpg,$88.99
XL CULOTTE JEAN,https://www.aritzia.com/en/product/xl-culotte-jean/124913.html?dwvar_124913_color=34134,https://assets.aritzia.com/image/upload/medium/s25_a06_124913_34134_on_b.jpg,$128
CRISS CROSS UPSIZED JEAN,https://www.aritzia.com/en/product/criss-cross-upsized-jean/118712.html?dwvar_118712_color=32567,https://assets.aritzia.com/image/upload/medium/s24_98_a06_118712_32567_on_b.jpg,$138.99-$278
THE '90S TAILORED HI-RISE WIDE JEAN,https://www.aritzia.com/en/product/the-%2790s-tailored-hi-rise-wide-jean/123560.html?dwvar_123560_color=30426,https://assets.aritzia.com/image/upload/medium/f24_a06_123560_30426_on_b.jpg,$128
THE '90S MINI DENIM SKIRT,https://www.aritzia.com/en/product/the-%2790s-mini-denim-skirt/122530.html?dwvar_122530_color=30426,https://assets.aritzia.com/image/upload/medium/f24_a07_122530_30426_on_b.jpg,$48.99
THE YOKO HI-RISE MID-THIGH DENIM SHORT,https://www.aritzia.com/en/product/the-yoko-hi-rise-mid-thigh-denim-short/109095.html?dwvar_109095_color=30426,https://assets.aritzia.com/image/upload/medium/s24_10_a26_109095_30426_on_b.jpg,$66
THE '90S VINTAGE MAXI DENIM SKIRT,https://www.aritzia.com/en/product/the-%2790s-vintage-maxi-denim-skirt/114543.html?dwvar_114543_color=30426,https://assets.aritzia.com/image/upload/medium/s24_10_a07_114543_30426_on_b.jpg,$50.99-$63.99
THE ’80S COMFY WAIST DENIM SHIRT,https://www.aritzia.com/en/product/the-%E2%80%9980s-comfy-waist-denim-shirt/125345.html?dwvar_125345_color=30426,https://assets.aritzia.com/image/upload/medium/s25_a02_125345_30426_off_b.jpg,$98
THE '90S HALLE DENIM SKIRT,https://www.aritzia.com/en/product/the-%2790s-halle-denim-skirt/114514.html?dwvar_114514_color=30426,https://assets.aritzia.com/image/upload/medium/f24_a07_114514_30426_on_b.jpg,$43.99-$82.50
ROWAN SUPER HI-RISE STRAIGHT ANKLE JEAN,https://www.aritzia.com/en/product/rowan-super-hi-rise-straight-ankle-jean/121787.html?dwvar_121787_color=32510,https://assets.aritzia.com/image/upload/medium/s25_a06_121787_32510_on_b.jpg,$110
THE '90S TROUSER LO-RISE JEAN,https://www.aritzia.com/en/product/the-%2790s-trouser-lo-rise-jean/121984.html?dwvar_121984_color=30426,https://assets.aritzia.com/image/upload/medium/f24_a06_121984_30426_on_b.jpg,$68.99
DAHLIA BOW LEG JEAN,https://www.aritzia.com/en/product/dahlia-bow-leg-jean/122982.html?dwvar_122982_color=33815,https://assets.aritzia.com/image/upload/medium/f24_a06_122982_33815_on_b.jpg,$358-$388
THE '90S MILLIE HI-RISE CARGO JEAN,https://www.aritzia.com/en/product/the-%2790s-millie-hi-rise-cargo-jean/114286.html?dwvar_114286_color=30426,https://assets.aritzia.com/image/upload/medium/f24_a06_114286_30426_on_b.jpg,$62.99-$78.99
KELLY JEAN,https://www.aritzia.com/en/product/kelly-jean/123125.html?dwvar_123125_color=33703,https://assets.aritzia.com/image/upload/medium/f24_a06_123125_33703_on_b.jpg,$338
STARDOM JEAN,https://www.aritzia.com/en/product/stardom-jean/119643.html?dwvar_119643_color=32512,https://assets.aritzia.com/image/upload/medium/f24_a06_119643_32512_on_b.jpg,$73.99
THE '90S CLASSIC MID-RISE STRAIGHT JEAN,https://www.aritzia.com/en/product/the-%2790s-classic-mid-rise-straight-jean/123199.html?dwvar_123199_color=30426,https://assets.aritzia.com/image/upload/medium/f24_a06_123199_30426_on_b.jpg,$63.99
THE '90S ZOE DENIM JUMPSUIT,https://www.aritzia.com/en/product/the-%2790s-zoe-denim-jumpsuit/121991.html?dwvar_121991_color=31906,https://assets.aritzia.com/image/upload/medium/f24_a27_121991_31906_on_b.jpg,$52.99
ROUNDABOUT BERMUDA SHORT,https://www.aritzia.com/en/product/roundabout-bermuda-short/115012.html?dwvar_115012_color=32512,https://assets.aritzia.com/image/upload/medium/f24_a26_115012_32512_on_b.jpg,$48.99
FORMULA JEAN,https://www.aritzia.com/en/product/formula-jean/111806.html?dwvar_111806_color=32512,https://assets.aritzia.com/image/upload/medium/f24_a06_111806_32512_on_b.jpg,$83.99
THE '50S ARLO HI MID-THIGH DENIM SHORT,https://www.aritzia.com/en/product/the-%2750s-arlo-hi-mid-thigh-denim-short/123436.html?dwvar_123436_color=15289,https://assets.aritzia.com/image/upload/medium/f24_a26_123436_15289_on_b.jpg,$66
DENIRO DENIM VEST,https://www.aritzia.com/en/product/deniro-denim-vest/118192.html?dwvar_118192_color=32509,https://assets.aritzia.com/image/upload/medium/f24_a04_118192_32509_on_b.jpg,$54.99
COLUMN SKIRT,https://www.aritzia.com/en/product/column-skirt/116460.html?dwvar_116460_color=33400,https://assets.aritzia.com/image/upload/medium/s24_98_a07_116460_33400_on_b.jpg,$46.99
PALOMA JEAN,https://www.aritzia.com/en/product/paloma-jean/113879.html?dwvar_113879_color=31766,https://assets.aritzia.com/image/upload/medium/f24_a06_113879_31766_on_b.jpg,$338-$358
STARDOM POCKET WIDER JEAN,https://www.aritzia.com/en/product/stardom-pocket-wider-jean/115624.html?dwvar_115624_color=32510,https://assets.aritzia.com/image/upload/medium/f24_a06_115624_32510_on_b.jpg,$148
STRUT WIDE CARGO JEAN,https://www.aritzia.com/en/product/strut-wide-cargo-jean/115609.html?dwvar_115609_color=32511,https://assets.aritzia.com/image/upload/medium/f24_a06_115609_32511_on_b.jpg,$58.99
BAGGY DAD JORT,https://www.aritzia.com/en/product/baggy-dad-jort/121577.html?dwvar_121577_color=33338,https://assets.aritzia.com/image/upload/medium/f24_a26_121577_33338_on_b.jpg,$88
MEZZA DENIM DRESS,https://www.aritzia.com/en/product/mezza-denim-dress/121451.html?dwvar_121451_color=32512,https://assets.aritzia.com/image/upload/medium/f24_a08_121451_32512_on_b.jpg,$73.99
HORSESHOE JEAN,https://www.aritzia.com/en/product/horseshoe-jean/122994.html?dwvar_122994_color=33697,https://assets.aritzia.com/image/upload/medium/f24_a06_122994_33697_on_b.jpg,$170.99-$448
THE '50S ARLO HI-RISE DENIM SHORT,https://www.aritzia.com/en/product/the-%2750s-arlo-hi-rise-denim-short/121292.html?dwvar_121292_color=29864,https://assets.aritzia.com/image/upload/medium/s24_10_a26_121292_29864_on_b.jpg,$43.99-$66
RIBCAGE BERMUDA SHORT,https://www.aritzia.com/en/product/ribcage-bermuda-short/121576.html?dwvar_121576_color=33351,https://assets.aritzia.com/image/upload/medium/f24_a26_121576_33351_on_b.jpg,$66
THE ’90S PENCIL DENIM SKIRT,https://www.aritzia.com/en/product/the-%E2%80%9990s-pencil-denim-skirt/121973.html?dwvar_121973_color=30426,https://assets.aritzia.com/image/upload/medium/f24_a07_121973_30426_on_b.jpg,$48.99
RIBCAGE STRAIGHT ANKLE JEAN,https://www.aritzia.com/en/product/ribcage-straight-ankle-jean/116436.html?dwvar_116436_color=32215,https://assets.aritzia.com/image/upload/medium/s24_98_a06_116436_32215_on_b.jpg,$46.99-$63.99
MID-RISE RELAXED SHORT,https://www.aritzia.com/en/product/mid-rise-relaxed-short/119328.html?dwvar_119328_color=32707,https://assets.aritzia.com/image/upload/medium/s24_98_a26_119328_32707_on_b.jpg,$133.99
ZURIE STRAIGHT LEG JEAN,https://www.aritzia.com/en/product/zurie-straight-leg-jean/119037.html?dwvar_119037_color=32635,https://assets.aritzia.com/image/upload/medium/s24_98_a06_119037_32635_on_b.jpg,$358-$368
THE ’90S DENIM BOMBER,https://www.aritzia.com/en/product/the-%E2%80%9990s-denim-bomber/121977.html?dwvar_121977_color=30426,https://assets.aritzia.com/image/upload/medium/f24_a04_121977_30426_on_b.jpg,$88.99
PINA CROPPED JEAN,https://www.aritzia.com/en/product/pina-cropped-jean/121730.html?dwvar_121730_color=33392,https://assets.aritzia.com/image/upload/medium/s24_98_a06_121730_33392_on_b.jpg,$154.99
THE ‘90S CARGO MICRO DENIM SKIRT,https://www.aritzia.com/en/product/the-%E2%80%9890s-cargo-micro-denim-skirt/123425.html?dwvar_123425_color=33807,https://assets.aritzia.com/image/upload/medium/f24_a07_123425_33807_on_b.jpg,$73.50
MILA JEAN SHORT,https://www.aritzia.com/en/product/mila-jean-short/118737.html?dwvar_118737_color=32575,https://assets.aritzia.com/image/upload/medium/s24_98_a26_118737_32575_on_b.jpg,$218
NOTICE DENIM JUMPSUIT,https://www.aritzia.com/en/product/notice-denim-jumpsuit/115615.html?dwvar_115615_color=32512,https://assets.aritzia.com/image/upload/medium/f24_a27_115615_32512_on_b.jpg,$70.99
THE '90S LO-RISE BAGGY WIDE JEAN,https://www.aritzia.com/en/product/the-%2790s-lo-rise-baggy-wide-jean/121309.html?dwvar_121309_color=32915,https://assets.aritzia.com/image/upload/medium/s24_10_a06_121309_32915_on_b.jpg,$63.99
AYLA JEAN SHORT,https://www.aritzia.com/en/product/ayla-jean-short/119024.html?dwvar_119024_color=32585,https://assets.aritzia.com/image/upload/medium/s24_98_a26_119024_32585_on_b.jpg,$328-$338
THE '90S LO-RISE BARREL JEAN,https://www.aritzia.com/en/product/the-%2790s-lo-rise-barrel-jean/121980.html?dwvar_121980_color=33576,https://assets.aritzia.com/image/upload/medium/f24_a06_121980_33576_on_b.jpg,$128
GWENDOLINE SCRUNCH JEAN,https://www.aritzia.com/en/product/gwendoline-scrunch-jean/122967.html?dwvar_122967_color=33690,https://assets.aritzia.com/image/upload/medium/f24_a06_122967_33690_on_b.jpg,$223.99
MOTIVE SKINNY JEAN,https://www.aritzia.com/en/product/motive-skinny-jean/115786.html?dwvar_115786_color=32512,https://assets.aritzia.com/image/upload/medium/s24_22_a06_115786_32512_on_b.jpg,$28.99
STELLA JEAN SHORT,https://www.aritzia.com/en/product/stella-jean-short/118717.html?dwvar_118717_color=32580,https://assets.aritzia.com/image/upload/medium/s24_98_a26_118717_32580_on_b.jpg,$156-$178.50
BAGGY DAD CORD,https://www.aritzia.com/en/product/baggy-dad-cord/112268.html?dwvar_112268_color=12116,https://assets.aritzia.com/image/upload/medium/f23_98_a06_112268_12116_on_b.jpg,$68.99
DAME CUFFED JEAN,https://www.aritzia.com/en/product/dame-cuffed-jean/123034.html?dwvar_123034_color=33705,https://assets.aritzia.com/image/upload/medium/f24_a06_123034_33705_on_b.jpg,$388
'90S JEAN SHORT,https://www.aritzia.com/en/product/%2790s-jean-short/121593.html?dwvar_121593_color=19441,https://assets.aritzia.com/image/upload/medium/s24_98_a26_121593_19441_on_b.jpg,$201
DANIKA CHINO PANT,https://www.aritzia.com/en/product/danika-chino-pant/123036.html?dwvar_123036_color=33707,https://assets.aritzia.com/image/upload/medium/f24_a06_123036_33707_on_b.jpg,$154.99
LYRA CROPPED JEAN,https://www.aritzia.com/en/product/lyra-cropped-jean/124576.html?dwvar_124576_color=34110,https://assets.aritzia.com/image/upload/medium/f24_a06_124576_34110_on_b.jpg,$358-$368
RELAXED LONG JEAN,https://www.aritzia.com/en/product/relaxed-long-jean/123417.html?dwvar_123417_color=33773,https://assets.aritzia.com/image/upload/medium/f24_a06_123417_33773_on_b.jpg,$298.50
THE '90S SCULPT MID-RISE STRAIGHT JEAN,https://www.aritzia.com/en/product/the-%2790s-sculpt-mid-rise-straight-jean/124063.html?dwvar_124063_color=30426,https://assets.aritzia.com/image/upload/medium/f24_a06_124063_30426_on_b.jpg,$63.99
HIGH-RISE LOOSE LONG CUFF JEAN,https://www.aritzia.com/en/product/high-rise-loose-long-cuff-jean/119525.html?dwvar_119525_color=32754,https://assets.aritzia.com/image/upload/medium/s24_98_a06_119525_32754_on_b.jpg,$153.99
VALEN JEAN,https://www.aritzia.com/en/product/valen-jean/123030.html?dwvar_123030_color=6590,https://assets.aritzia.com/image/upload/medium/f24_a06_123030_6590_on_b.jpg,$328-$358
HIGH-RISE WIDE LEG CROP JEAN,https://www.aritzia.com/en/product/high-rise-wide-leg-crop-jean/122923.html?dwvar_122923_color=33661,https://assets.aritzia.com/image/upload/medium/f24_a06_122923_33661_on_b.jpg,$154.99
MID-RISE WORKWEAR JEAN,https://www.aritzia.com/en/product/mid-rise-workwear-jean/122927.html?dwvar_122927_color=33663,https://assets.aritzia.com/image/upload/medium/f24_a06_122927_33663_on_b.jpg,$366
EASY STRAIGHT JEAN,https://www.aritzia.com/en/product/easy-straight-jean/123393.html?dwvar_123393_color=33775,https://assets.aritzia.com/image/upload/medium/f24_a06_123393_33775_on_b.jpg,$158.99
501 '90S SHORT,https://www.aritzia.com/en/product/501-%2790s-short/116450.html?dwvar_116450_color=32227,https://assets.aritzia.com/image/upload/medium/s24_98_a26_116450_32227_on_b.jpg,$66
BALLOON JEAN,https://www.aritzia.com/en/product/balloon-jean/118791.html?dwvar_118791_color=31741,https://assets.aritzia.com/image/upload/medium/s24_98_a06_118791_31741_on_b.jpg,$146.99
PETRA DENIM PLEATED TROUSER,https://www.aritzia.com/en/product/petra-denim-pleated-trouser/124552.html?dwvar_124552_color=34104,https://assets.aritzia.com/image/upload/medium/f24_a06_124552_34104_on_b.jpg,$238.99
GAUCHO JEAN SHORT,https://www.aritzia.com/en/product/gaucho-jean-short/118812.html?dwvar_118812_color=32589,https://assets.aritzia.com/image/upload/medium/s24_98_a26_118812_32589_on_b.jpg,$146.99
VIDA JEAN SHORT,https://www.aritzia.com/en/product/vida-jean-short/118736.html?dwvar_118736_color=2353,https://assets.aritzia.com/image/upload/medium/s24_98_a26_118736_2353_on_b.jpg,$223.50
MID-RISE PALAZZO,https://www.aritzia.com/en/product/mid-rise-palazzo/122921.html?dwvar_122921_color=33660,https://assets.aritzia.com/image/upload/medium/f24_a06_122921_33660_on_b.jpg,$167.99-$315
COOPER CARGO JEAN,https://www.aritzia.com/en/product/cooper-cargo-jean/110175.html?dwvar_110175_color=30930,https://assets.aritzia.com/image/upload/medium/f23_98_a06_110175_30930_on_b.jpg,$100.99
ALEK MINI SKIRT,https://www.aritzia.com/en/product/alek-mini-skirt/123062.html?dwvar_123062_color=33708,https://assets.aritzia.com/image/upload/medium/f24_a07_123062_33708_on_b.jpg,$248
GAUCHO VINTAGE WIDE LEG JEAN,https://www.aritzia.com/en/product/gaucho-vintage-wide-leg-jean/113866.html?dwvar_113866_color=31764,https://assets.aritzia.com/image/upload/medium/f23_98_a06_113866_31764_on_b.jpg,$170.99
DAME JEAN SHORT,https://www.aritzia.com/en/product/dame-jean-short/118788.html?dwvar_118788_color=32571,https://assets.aritzia.com/image/upload/medium/s24_98_a26_118788_32571_on_b.jpg,$201
90S PINCH WAIST LONG JEAN,https://www.aritzia.com/en/product/90s-pinch-waist-long-jean/115969.html?dwvar_115969_color=31741,https://assets.aritzia.com/image/upload/medium/f23_98_a06_115969_31741_on_b.jpg,$328-$358
RILEY JEAN,https://www.aritzia.com/en/product/riley-jean/99925.html?dwvar_99925_color=27043,https://assets.aritzia.com/image/upload/medium/s23_00_a06_99925_27043_on_b.jpg,$110.99-$138.99
KAYLA DENIM SHIRT,https://www.aritzia.com/en/product/kayla-denim-shirt/124553.html?dwvar_124553_color=34105,https://assets.aritzia.com/image/upload/medium/f24_a02_124553_34105_on_b.jpg,$142.99
SNAPSHOT BELOW-KNEE DENIM SHORT,https://www.aritzia.com/en/product/snapshot-below-knee-denim-short/121686.html?dwvar_121686_color=32510,https://assets.aritzia.com/image/upload/medium/f24_a26_121686_32510_on_b.jpg,$48.99
MINERVA SHORT,https://www.aritzia.com/en/product/minerva-short/122922.html?dwvar_122922_color=33659,https://assets.aritzia.com/image/upload/medium/f24_a26_122922_33659_on_b.jpg,$130.99
THE '90S EDIE LO-RISE CARGO JEAN,https://www.aritzia.com/en/product/the-%2790s-edie-lo-rise-cargo-jean/119348.html?dwvar_119348_color=29864,https://assets.aritzia.com/image/upload/medium/s24_10_a06_119348_29864_on_b.jpg,$68.99
MARLOW VINTAGE JEAN SHORT,https://www.aritzia.com/en/product/marlow-vintage-jean-short/118730.html?dwvar_118730_color=32593,https://assets.aritzia.com/image/upload/medium/s24_98_a26_118730_32593_on_b.jpg,$248
ROSIE JEAN SKIRT,https://www.aritzia.com/en/product/rosie-jean-skirt/118821.html?dwvar_118821_color=32588,https://assets.aritzia.com/image/upload/medium/s24_98_a07_118821_32588_on_b.jpg,$142.99
HIGH-RISE STOVEPIPE JEAN,https://www.aritzia.com/en/product/high-rise-stovepipe-jean/110201.html?dwvar_110201_color=30936,https://assets.aritzia.com/image/upload/medium/f23_98_a06_110201_30936_on_b.jpg,$163.99
HIGH-RISE STOVEPIPE JEAN,https://www.aritzia.com/en/product/high-rise-stovepipe-jean/110200.html?dwvar_110200_color=30935,https://assets.aritzia.com/image/upload/medium/s23_98_a06_110200_30935_on_b.jpg,$163.99
LEO VEST,https://www.aritzia.com/en/product/leo-vest/121584.html?dwvar_121584_color=31750,https://assets.aritzia.com/image/upload/medium/s24_98_a04_121584_31750_on_b.jpg,$142.99
HARPER JEAN,https://www.aritzia.com/en/product/harper-jean/113849.html?dwvar_113849_color=31757,https://assets.aritzia.com/image/upload/medium/f23_98_a06_113849_31757_on_a.jpg,$163.99
'90S HIGH-RISE LOOSE JEAN,https://www.aritzia.com/en/product/%2790s-high-rise-loose-jean/114596.html?dwvar_114596_color=31985,https://assets.aritzia.com/image/upload/medium/f24_a06_114596_31985_on_b.jpg,$268.50
PINA CROPPED JEAN,https://www.aritzia.com/en/product/pina-cropped-jean/121728.html?dwvar_121728_color=4273,https://assets.aritzia.com/image/upload/medium/s24_98_a06_121728_4273_on_b.jpg,$146.99
GWEN SLICE SHIRT,https://www.aritzia.com/en/product/gwen-slice-shirt/124603.html?dwvar_124603_color=7906,https://assets.aritzia.com/image/upload/medium/f24_a02_124603_7906_off_b.jpg,$142.99
RISHA SHORT,https://www.aritzia.com/en/product/risha-short/121588.html?dwvar_121588_color=33310,https://assets.aritzia.com/image/upload/medium/s24_98_a26_121588_33310_on_b.jpg,$208.50
WESTEND DENIM DRESS,https://www.aritzia.com/en/product/westend-denim-dress/118923.html?dwvar_118923_color=32512,https://assets.aritzia.com/image/upload/medium/f24_a08_118923_32512_on_b.jpg,$73.99
THE FARRAH LO-RISE WIDE JEAN,https://www.aritzia.com/en/product/the-farrah-lo-rise-wide-jean/122557.html?dwvar_122557_color=30426,https://assets.aritzia.com/image/upload/medium/f24_a06_122557_30426_on_b.jpg,$128
THE ANDERSON JEAN,https://www.aritzia.com/en/product/the-anderson-jean/119326.html?dwvar_119326_color=32707,https://assets.aritzia.com/image/upload/medium/s24_98_a06_119326_32707_on_b.jpg,$212.50
RISHA SHORT,https://www.aritzia.com/en/product/risha-short/121587.html?dwvar_121587_color=2353,https://assets.aritzia.com/image/upload/medium/s24_98_a26_121587_2353_on_b.jpg,$208.50
ELLIS TROUSER JEAN SHORT,https://www.aritzia.com/en/product/ellis-trouser-jean-short/118732.html?dwvar_118732_color=32573,https://assets.aritzia.com/image/upload/medium/s24_98_a26_118732_32573_on_b.jpg,$231
MARLOW VINTAGE JEAN SHORT,https://www.aritzia.com/en/product/marlow-vintage-jean-short/118729.html?dwvar_118729_color=32599,https://assets.aritzia.com/image/upload/medium/s24_98_a26_118729_32599_on_b.jpg,$248
